news,fakeness
Gopal Krishna Gokhale was an Indian politician &amp; social reformer. He was an integral part of the Independence movem? https://t.co/BawjvTycMh,1
"Balwantrai Mehta served as the second Chief Minister of Gujarat state, India. He participated in Indian independenc? https://t.co/DNW56949Ju",1
"Just a few of the times @ShivSena has criticised the Modi govt., even as recently as today. This is BJP's idea of a? https://t.co/aITkpbTIub",1
Jammu and Kashmir is an integral part of India. Neither Pakistan nor any terrorist force can undo this reality. The? https://t.co/vMXKFj25jo,1
RT @INCPunjab: Taking major initiative @capt_amarinder  government reduced Petrol prices by Rs 5 and diesel by Rs 1 effective from midnight?,1
"Instead of generating employment and entrepreneurship opportunities, MUDRA loans have only been able to add on to t? https://t.co/1zQDVzs4Q4",1
"RT @INCIndiaLive: LIVE: Press briefing by @DrAMSinghvi, MP, Rajya Sabha. https://t.co/eds8R17sqa",1
"Former PM Dr. Manmohan Singh made a pointed comment on unemployment under the Modi govt., stating the youth is incr? https://t.co/fMbZlrlXZq",1
"RT @INCSandesh: INC COMMUNIQUE

Press release by @priyankac19, Convenor and Spokesperson, AICC, on Modi government's anti-youth policies. h?",1
Congress President @RahulGandhi welcomes the newly appointed @nsui President   Shri Neeraj Kundan. https://t.co/I4JsG8WtvJ,1
Congress President @RahulGandhi welcomes Shri @KirtiAzadMP into the Congress family. https://t.co/VYrs9Bapgu,1
"RT @INCIndiaLive: LIVE: Press briefing by @shaktisinhgohil, Incharge, Bihar PCC. https://t.co/DKm6dmAbVb",1
We condole the death of the four soldiers who lost their lives earlier today in a terrorist encounter and Major Chi? https://t.co/Vh6QLnpUY3,1
We strongly condemn the murder of two members of the @IYC in Kerala. Our thoughts and prayers are with their family? https://t.co/iYrWiYkGao,1
"RT @RahulGandhi: The brutal murder of two members of our Youth Congress family in Kasargod, Kerala is shocking. The Congress Party stands i?",1
RT @ManishTewari: The lingering aftermath of our finest hour in 1971 https://t.co/i1Qk3rymEW - My piece in the @DeccanChronicle for your Su?,1
"RT @RahulGandhi: Modi ji, i think Make in India needs a serious rethink. Most people feel it has failed. I assure you we in the Congress ar?",1
Congress party fulfills yet another poll promise to the tribals in Chhattisgarh by returning their land.? https://t.co/yN4KGqD3Zu,1
Congress President @RahulGandhi inaugurated a food park in Dhuragaon in Chhattisgarh. It has been Congress Presiden? https://t.co/afk80Bd5D0,1
"Earlier today Congress President @RahulGandhi greeted Aadivasis who came to receive him.
#CongressForTribalRights https://t.co/f5OmUndNNg",1
I do not make false promises. I want our relationship to be that of truth. I thank all the people of Chhattisgarh f? https://t.co/OrC19gMwcI,1
"During demonetisation, did you see people like Anil Ambani, Mehul Choksi, Nirav Modi in queues? If demonetisation w? https://t.co/xqJoVGsaGc",1
Farmers pay insurance premiums but do not receive insurance when their crops are damaged. This money goes straight? https://t.co/S8khqkj66v,1
"If @narendramodi can waive off loans of industrialists like Anil Ambani, Mehul Choksi, Nirav Modi then we can do wa? https://t.co/f6X0ISjo0v",1
The previous BJP govt claimed that the govt did not have money to give fair MSPs to farmers. We have proved that it? https://t.co/YuKLSlVPpc,1
"I have always said that forest, land and water rights belong to Aadivasis. The benefit from the forest produce shou? https://t.co/lIuNcPsdIh",1
Law applies to everyone in India. I'm happy to say that we fulfilled our promise of reverting the unused lands to i? https://t.co/FRH1kAe3kY,1
We remember the martyrs of CRPF in Jammu &amp; Kashmir and express our condolences to their families: Congress Presiden? https://t.co/tLWdFmwj24,1
"Congress President @RahulGandhi, Chhattisgarh CM @bhupeshbaghel and senior leaders of  the Congress party observe a? https://t.co/3r28TCH3ty",1
"LIVE: Congress President @RahulGandhi addresses Public Rally in Dhuragaon, Chhattisgarh. #CongressForTribalRights https://t.co/nDWu2OWYcu",1
"Congress President @RahulGandhi arrives in Dhuragaon to address a public meeting. 
#CongressForTribalRights https://t.co/7zGMa9mAzJ",1
"Congress President Rahul Gandhi will be in Chhattisgarh today for a public rally in Dhuragaon. 

You can catch him? https://t.co/nNi9CPojK0",1
Congress President @RahulGandhi pays his respects to the fallen soldiers in the terrorist attack in Pulwama https://t.co/flBHsBPHF5,1
The Congress party stands in full support of our jawans and their families. We will do all that is necessary to kee? https://t.co/icS44sYz1x,1
"As the Congress President put it, today is the day of mourning. Our country has lost close to 40 jawans of the arme? https://t.co/glf1i6JzVM",1
The entire opposition will stand together with our jawans and our Govt: Congress President @RahulGandhi,1
This is a terrible tragedy. This type of violence done against our security forces is absolutely disgusting. The ai? https://t.co/Ho2FAdD2hJ,1
LIVE: Former PM Dr. Manmohan Singh and Congress President @RahulGandhi address media on terror attacks in Pulwama. https://t.co/R18I4ID44P,1
Warm greetings to the people of Manipur on the occasion of Lui Ngai Ni. The festival marks the start of the new yea? https://t.co/yGRzDwNqWw,1
"Condolence message by UPA Chairperson Smt Sonia Gandhi on the terror attacks on our jawans at Pulwama, J&amp;K. https://t.co/1HQZHZ99LN",1
"RT @INCSandesh: INC COMMUNIQUE

Press release on the next CWC meeting at Ahmedabad, Gujarat, for the upcoming general elections. https://t.?",1
"LIVE: @priyankagandhi and @JM_Scindia addresses media in Lucknow, Uttar Pradesh. #NayiUmeedNayaDesh https://t.co/5ElEBHv0SQ",1
"Why is it that every time Anil Ambani is involved with the courts, there's a typo? 

https://t.co/NEWwfaWXz4",1
RT @RahulGandhi: I?m deeply disturbed by the cowardly attack on a #CRPF convoy in J&amp;K in which many of our brave CRPF men have been martyre?,1
We are deeply saddened and angered by the terrorist attack that took the lives of our CRPF jawans in #Pulwama. We s? https://t.co/q55VQ1Uk9t,1
Congress President @RahulGandhi meets with the Farmers &amp; Aadivasi Samaj delegation in Gujarat.? https://t.co/gNzXKgtZY9,1
Our duty is to not talk about our 'Mann ki baat' but to listen to you: Congress President @RahulGandhi? https://t.co/YVMcXhTrxp,1
"During demonetisation, @AmitShah converted his ?700Cr black money into white through Cooperative Banks: Congress Pr? https://t.co/6uO986BAVZ",1
"If the land is not put to use within 5 years of acquisition, then it should be given back. In Chhattisgarh, after f? https://t.co/8PYdytqj74",1
"Farmers and Aadivasis want justice. Congress party introduced Land Acquisition Bill, which clearly stated that a la? https://t.co/ottqXkQWjK",1
"I promised to waive off loans in MP, Rajasthan &amp; Chhattisgarh in 10 days of forming the govt. And I'm proud to say? https://t.co/ms4gR9c9wv",1
Defence Ministry officials clearly stated that @narendramodi was conducting a parallel negotiation with Dassault. G? https://t.co/ieBjNBYKEZ,1
"LIVE: Congress President @RahulGandhi addresses Jan Aakrosh Rally in Valsad, Gujarat. #GujaratJanAakroshRally https://t.co/E5P4rmIexN",1
"Congress President @RahulGandhi receives the warmest of welcomes from the people of Valsad, Gujarat ahead of his ra? https://t.co/sjrSN3Nvo1",1
"Find someone who looks at you the way PM Modi looks at Anil Ambani. 
#Valentines #LoveNotHate https://t.co/xseazH0moJ",1
Congress President @RahulGandhi will be addressing a public rally in Gujarat. Follow our social media handles to wa? https://t.co/yFWYtPvCDH,1
"The Walking-Talking Meme: Main Tulsi, Yale ke garden ki! 

??? #LoveNotHate https://t.co/thlfUGqziz",1
"The Silencer: You say it best, when you say nothing at all!

??? #LoveNotHate https://t.co/5ygUCel4WR",1
"The Fast and Furious: Chal chhaiyya chhaiyya x2 

?? #LoveNotHate https://t.co/mIoGWw4Az7",1
"The Accidental Chowkidar: Chori chori, Chupke Chupke

?? #LoveNotHate https://t.co/yRKrjaI676",1
@CongressSevadal is the Congress party's first line of defence. You are the backbone of our organisation. I want to? https://t.co/ikBA9FopuA,1
We need to start a new beginning. @CongressSevadal need to be strengthened. We should understand that we cannot fig? https://t.co/ChxH5ak0KG,1
We believe in justice for all. It does not make a difference to BJP if farmers commit suicide or people have to sta? https://t.co/JYNvf4Kkz9,1
"We waived off farm loans in Rajasthan, MP, Chhattisgarh, Karnataka and Punjab, whereas Mr. Modi waived off loans wo? https://t.co/llSFLNhkX5",1
BJP-RSS believe that India is a product that should benefit a handful of their richest friends: CP @RahulGandhi? https://t.co/gjAQCoMP7J,1
I want to warn the Communists that the people of Kerala will not spare them if they keep playing with their faith.? https://t.co/RvQ95jInC6,1
This is for the first time since our alliance with AIADMK and PMK that I'm visiting Tamil Nadu. And I am confident? https://t.co/gMdo6YZ60O,1
I dare Stalin and Rahul Gandhi to give an account of the development of Tamil Nadu to its people. Don't expect an a? https://t.co/DNeoDmYvMC,1
RT @AmitShah: Gathered feedbacks for BJP?s Sankalp Patra under ?Bharat Ke Mann Ki Baat- Modi Ke Saath? campaign in Madurai (Tamil Nadu). ht?,1
"You want leader or dealer to run this country. 

The opposition only has dealers but we have a strong leader as PM Modi : Shri @AmitShah",1
"In the last five years, we have carried out various pro-poor schemes, uplifting the living standard of the needy : Shri @AmitShah",1
"By preventing the aid being sent by the Centre, the current Kerala govt has stalled development works in Kerala : S? https://t.co/5uRX1jHgp1",1
I appeal to all the organisations to come together and uproot the atheist govt from Kerala : Shri @AmitShah,1
The day isn't far when the Communists will be booted out of Kerala just like West Bengal and Tripura : Shri @AmitShah,1
I want to warn the Communists that the devotees of Sabarimala will not spare you if you keep playing with their fai? https://t.co/6FeTaByuSZ,1
"Under 13th Finance Commission, UPA gave Rs 45,393 crore to Kerala which was increased to Rs 1,98,155 crore under th? https://t.co/51iOSrd9yG",1
Congress-led UPA govt was in power in the centre for 10 years. They should given an account of their work to the pe? https://t.co/S5nikbWkEe,1
"UDF and LDF have been given an opportunity once in Kerala. We will make Kerala the number one state of the country,? https://t.co/Oit06iGySQ",1
The Communists have been wiped out of the world and Congress has been rejected by the country. It's about time to a? https://t.co/OSEblX69Na,1
The election of 2019 is an important election for the country. Mahagathbandhan isn't going to help India develop. I? https://t.co/v44m5qwkt4,1
"Palakkad is a place which has given birth to many great people. I pay my respects to these people : Shri @AmitShah,? https://t.co/6lmCVpbOlT",1
"BJP is not going to fight election on just 5 Lok Sabha seats, we are going to fight elections on 40 seats in allian? https://t.co/PQ6VPXIXYH",1
The DMK and Congress party who indulged in Rs 12 lakh crore of scam can't work for the welfare and development of T? https://t.co/9ipla2x9H7,1
"LIVE: Media briefing by Dr @sambitswaraj at BJP Head Office, New Delhi. https://t.co/glO99CHIDP",1
"In this budget, our govt has announced of setting up of Fisheries department for the welfare of fishermen spread ac? https://t.co/Q8y4Ab8u0Y",1
I dare Stalin and Rahul Gandhi to give account of development of Tamil Nadu to its people: Shri @AmitShah https://t.co/0YtrxRklWM,1
Congress and DMK are synonymous with corruption and BJP and NDA stand for development: Shri @AmitShah https://t.co/WvDcrOm1qk,1
DMK and Congress party who indulged in Rs. 12 lakh crore of scam can't work for the development of Tamil Nadu: Shri? https://t.co/EGOpj49Yni,1
"We are not going to fight election on just 5 seats, we are going to fight elections on 40 seats in alliance with AI? https://t.co/oa2FfuaxCW",1
PM Narendra Modi led NDA govt will avenge the killing of our soldiers: Shri @AmitShah https://t.co/a8f3uCZKaZ,1
Two bravehearts of Tamil Nadu laid down their lives protecting the country in Jammu and Kashmir.  I bow to the brav? https://t.co/OIXvg2v5jz,1
"I am sure, we will win more than 35 seats in Tamil Nadu in the upcoming elections: Shri @AmitShah? https://t.co/3kSEXzqztU",1
The world community stands shoulder-to-shoulder with India in its fight against the terrorists and its sponsors. 48? https://t.co/yU4JOKYZih,1
"Rahul Ji, India is tired of your fake news. Stop sharing photos from that morning to shamelessly mislead the nation? https://t.co/F880WSgpH6",1
"The time has come for all right-thinking nations to join hands to completely eradicate terrorist networks.

Only by? https://t.co/Y6yBJeoNgR",1
"Despite having a historically low carbon footprint, India has been playing an active role in the global fight again? https://t.co/t9d7JeoT1o",1
Our growth and prosperity will inevitably contribute to the global growth and development: PM Shri @narendramodi,1
India?s growth story is not only good for the people of India but for the entire world: PM @narendramodi,1
Ayushman Bharat is providing healthcare and insurance to 500 million poor and vulnerable people: PM Shri? https://t.co/6AorPzw3QE,1
Ujjwala Yojana is improving the lives of women through the use of clean cooking fuel: PM Shri @narendramodi https://t.co/KEd6IUp9uK,1
"India, as a responsible member of the international community, has been in the forefront of our collective fight ag? https://t.co/IuZEkaeW2V",1
"Flagship initiatives such as Skill India, Make In India, Digital India, Clean India have contributed to the socio e? https://t.co/Adex5nR5Za",1
"A few weeks before the Seoul Olympics, an organization called Al-Qaeda was formed.

Today, radicalization and terro? https://t.co/Gsb1i15ofZ",1
This award belongs not to me but to the people of India and the success that India has achieved in less than 5 year? https://t.co/2OsIAluRMS,1
#SeoulPeacePrize belongs to the people of India: PM Shri @narendramodi https://t.co/9vQpWUKEKY,1
I'm deeply honoured to be awarded the Seoul Peace Prize: PM @narendramodi's address on receiving the Seoul Peace Pr? https://t.co/zfXOX344tn,1
South Korea honour Prime Minister Shri @narendramodi with Seoul Peace Price award. https://t.co/sJpi6NxbIt,1
"?Mera Booth, Sabse Mazboot? ? Get ready for a unique interaction with PM Narendra Modi on 28th February. PM will be? https://t.co/n36BHM1Jb1",1
Schedule of BJP National President Shri @AmitShah's public programs in Kerala today.  @BJP4Keralam https://t.co/2qMhLLGRdL,1
"BJP govt is committed for the development of Karnataka.

This coalition government cannot help in developing our ec? https://t.co/wnUKEmRofn",1
"Congress has politicized the Pulwama terror attack and targeting a PM who works for 18 hours in a day. 

Congress s? https://t.co/CeqOp7cDWH",1
"Except Andhra Pradesh, Chandrababu Naidu is sitting on dharnas in Delhi, Tamil Nadu, Bengal and Karnataka. 

If he? https://t.co/OU2TA6S2yT",1
"Chandrababu Naidu trusts the PM of Pakistan and not the PM of his own country. 

One should not stoop down to this? https://t.co/5g4s9C4CXZ",1
RT @nitin_gadkari: All the above Projects are declared as the National projects.,1
"RT @nitin_gadkari: The construction of dam has started at Shahpur- Kandi on Ravi river. Moreover, UJH project will store our share of water?",1
"RT @nitin_gadkari: Under the leadership of Hon'ble PM Sri @narendramodi ji, Our Govt. has decided to stop our share of water which used to?",1
LIVE: PM Shri @narendramodi addressing Indian community in South Korea. https://t.co/KHfIpQOeQg,1
This coalition government cannot help in developing our economy. They can neither work for the welfare of the poor.? https://t.co/GYrMIDoh5V,1
Modi govt has brought the 10% reservation quota for the economically weaker sections of the general category withou? https://t.co/zm0MYBeQPU,1
"The Congress declared to waive off farm loans amounting to around Rs 48,000 crore. However, they only waived off Rs? https://t.co/XLqsJXuR0f",1
"Congress government waived off Rs 53,000 crore loans of farmers in 10 years. On the other hand, Modi govt will prov? https://t.co/WT5zb4vyL3",1
Mayawati ji says she wants a 'Majboor' (weak) government but we want a 'Mazboot' (strong) government: Shri? https://t.co/qZIhx8vqsy,1
"When the whole country is one, when the country after country passing resolution condemning #PulwamaAttack and stan? https://t.co/d1BltjE2x2",1
"LIVE: Press Conference by Shri @rsprasad at BJP Head Office, New Delhi. https://t.co/9kChgOfHD7",1
Prime Minister Shri @narendramodi unveils the bust of Mahatma Gandhi in the presence of President @moonriver365 at? https://t.co/1JanKdG7Pf,1
Whopping 74.59% respondents of a mega online survey say that Rafale controversy will have no negative impact on the? https://t.co/wH2si0NxeR,1
More access to facilities for poor has been the biggest achievement of the Modi government followed by the implemen? https://t.co/6Kuiln8mYq,1
More than 65% respondents of a mega online survey believe that minorities feels secure under the Modi government.? https://t.co/1aWysdnFNj,1
Almost 80% respondents of a mega online survey termed the Modi government?s performance as ?Very Good? or ?Good?.? https://t.co/rhR1Moko13,1
"Mood of the nation is #ModiOnceMore. 

83.89% respondents of a mega online survey chose Shri @narendramodi as their? https://t.co/g3edUbFSHZ",1
"RT @AmitShah: Having a home is one of the most beautiful feeling in life.

I congratulate P Jyoti ji for her new home under the PradhanMant?",1
"Mood of the nation is #ModiOnceMore. 

More than 83% respondents of a mega online survey feel that Modi government? https://t.co/Wg7ube2SO2",1
TDP and Jagan babu's parties are corrupt and dynastic parties who can't do any good for Andhra: Shri @AmitShah #LabharthiSamparkAbhiyan,1
"Chandrababu Naidu is saying that the development and growth was stopped by BJP. 

But 10 of 14 tasks of Andhra Reor? https://t.co/FWVMn0Q5NF",1
"Modi Government has given 20 major institutions, including IIT, IIIT, NIT, IIM, AIIMS, HPCL, Central &amp; Tribal Unive? https://t.co/uRBhh4JAHA",1
"Chandrababu Naidu is sitting on dharna in Delhi, Bengal, Tamil Nadu and Karnataka. If he wish to sit on dharna then? https://t.co/esi0IUd7sl",1
Chandrababu Naidu trusts the PM of Pakistan and do not trust the PM of India. One should not stoop down to this lev? https://t.co/BlU23rEG0r,1
I would like to tell Congress Party not to politicize this attack as it is not going to benefit them: Shri? https://t.co/OKhDW3BtdF,1
Congress has used this attack for their political interests. They created an issue of the PM Modi's presence in a p? https://t.co/mcqL2Munms,1
BJP is the only political party in the country to have a zero tolerance against terrorism: Shri @AmitShah #LabharthiSamparkAbhiyan,1
Prime Minister Shri Narendra Modi gave a free hand to the army to choose place and timing: Shri @AmitShah? https://t.co/N6uWB2lOCF,1
"The entire country is standing rock solid with the families of martyrs: Shri @AmitShah 
 #LabharthiSamparkAbhiyan https://t.co/polvTcgaEA",1
"Shri @AmitShah launches of Labharthi Sampark Abhiyan, a nationwide campaign to contact over 22 crore beneficiaries? https://t.co/IJiXgIZcnW",1
"Research and innovation would be the driving force in 4th industrial revolution era. 

In this regard, we have intr? https://t.co/QlC5uRfhF2",1
"In renewable energy, we have become the sixth largest producer in the world.

This, and our initiative of the Inter? https://t.co/ne36OlSkg8",1
We are one of the most open countries for FDI today. More than 90% of our sectors are now on automatic route for ap? https://t.co/ryNoRBJBqv,1
"We are well set to become a 5 trillion dollar economy in the near future.

No other large economy in the world is g? https://t.co/bSxhA47O0Z",1
India is among Korea's top-10 trade partners. Our trade volume has reached $21.5 billion for 2018: PM Shri? https://t.co/EzC4rkdGDN,1
"India has emerged as a land of opportunities. While we work for realizing the ?Indian Dream?, we seek like-minded p? https://t.co/iaXKhl4SoY",1
LIVE: PM Shri @narendramodi delivering keynote address at India-Korea Business Symposium in Seoul. https://t.co/iPejqXId0C,1
"RT @AmitShah: Gathered feedbacks under 'Bharat Ke Mann ki Baat - Modi ke Saath' campaign in Erode, Tamil Nadu. #BharatKeMannKiBaat https://?",1
Schedule of BJP National President Shri @AmitShah's organisational and public programs in Karnataka tomorrow. Stay? https://t.co/LjnBdObb6c,1
Schedule of BJP National President Shri @AmitShah's public programs in Andhra Pradesh on 21 February 2019. Watch LI? https://t.co/3CAOMlJphB,1
"Pursuing its unwavering commitment to protect the rights of Muslim women, Modi government has approved proposal for? https://t.co/ZGkY9dVtbQ",1
"In order to combat the menace of terrorism effectively, there is a need to put all possible pressure on countries t? https://t.co/uY7XylTJMw",1
Modi govt?s gift to the central government employees &amp; pensioners : Dearness Allowance (DA) to central govt employe? https://t.co/MsA5hEkN0B,1
"RT @BJPLive: India and Saudi Arabia have agreed that in order to combat the menace of terrorism effectively, there is a need to put all pos?",1
PM Modi &amp; Crown Prince of Saudi Arabia Mohammed Bin Salman at a Joint Press Meet. https://t.co/Zq9YIUajTi,1
"Latest development tracker by good governance, especially for the poor, deprived, farmers and women till February 1? https://t.co/bNz2lr87ij",1
RT @PiyushGoyal: I am extremely delighted that today AIADMK and BJP have concluded very fruitful discussions and we have agreed to jointly?,1
RT @narendramodi: Memorable moments from the public meeting in Varanasi. https://t.co/Hw2O4A3FBD,1
LIVE: PM Shri @narendramodi lays foundation stone &amp; inaugurates various development projects in Varanasi.? https://t.co/HeukXevyhx,1
PM @narendramodi lays foundation stone for Guru Ravidas birthplace development project. Watch LIVE at? https://t.co/hCcQomB4zk,1
PM @narendramodi lays foundation stone for Guru Ravidas birthplace development project. #BadalRahiHaiKashi https://t.co/UVduuTikQR,1
PM @narendramodi was welcomed by Divyangs at Kashi. #BadalRahiHaiKashi https://t.co/I0n4AOFiNm,1
"PM Shri @narendramodi flags off World's first Diesel to Electric Locomotive Engine by DLW in Varanasi, UP.? https://t.co/KDfboPfqd5",1
